dataset,config,mean_r2,std_r2,mean_rmse,std_rmse,mean_train_time,std_train_time,bias_squared,variance
UsedCars,A_SingleTree,0.6118682454708234,1.1102230246251565e-16,9496.051607474203,0.0,208.0559236141465,1.6117248570787939,78389648.45324159,15924610.23229977
UsedCars,B_BaggingOnly,0.6666258911578663,0.0014699051077599998,8800.723066695644,19.41790722325306,7152.085907187507,62.765430389651584,77209281.25850564,2670410.4301068396
UsedCars,C_FeatureRandOnly,0.6297970364721865,0.002492739507180689,9274.082785596036,31.187179128605113,2259.823366614175,28.02674335872735,86221485.23582903,835588.9416244071
UsedCars,D_FullRandomForest,0.6268140703595115,0.0024413615260379163,9311.37426198332,30.474260767909264,1534.0298364903235,21.154226166770208,86677017.52208503,899720.7195004827
CaliforniaHousing,A_SingleTree,0.7245798735257526,0.0,60734.00267501074,0.0,10.08390585744443,0.11298083366195229,3318010771.397293,754175581.135224
CaliforniaHousing,B_BaggingOnly,0.7567820057382685,0.0016508640392017175,57072.83202052078,193.48252381144707,381.54477690084605,2.5139312181381146,3265686975.9750776,146719360.183966
CaliforniaHousing,C_FeatureRandOnly,0.7495537719395041,0.0018562754812511825,57914.63554815333,214.8143848449421,167.04480082984082,3.0829087971371303,3307467941.1162944,71738852.90734968
CaliforniaHousing,D_FullRandomForest,0.7482968222642911,0.0024396099301507877,58059.502726620594,281.5115167612264,127.45349419832928,1.5083491396032342,3317309836.195704,66237334.05184974
