dataset,config,mean_r2,std_r2,mean_rmse,std_rmse,mean_train_time,std_train_time,bias_squared,variance
Dummy,A_SingleTree,0.9322566656492492,0.0,0.6025403241041066,0.0,0.30835574999218807,0.0002618500147946179,0.22984780653420733,0.21436927761515562
Dummy,D_FullRandomForest,0.8830392960365481,0.007048331048215839,0.79136238663732,0.023866380393431363,0.8586686500057112,0.0033257499744649976,0.505236273769151,0.1557914329666711
