dataset,config,mean_r2,std_r2,mean_rmse,std_rmse,mean_train_time,std_train_time,bias_squared,variance
DummySet,A_SingleTree,0.7377193745694874,0.0,0.8783997766452986,0.0,0.05397454998455942,0.0008730500121600926,0.8325893783310969,0.2239254421582973
DummySet,D_FullRandomForest,0.6625778132593106,0.03362505677505845,0.9950726868854258,0.04970458449356063,0.10947065000073053,0.008106349996523932,0.7776546701881071,0.136019253942323
